[2021-07-02 04:31:09]: Dan.XD | 64238206 | 217.241.133.189 | 3656484285 | 255E2278A465D555 | 2692627528763692373 : was detected for Ang-NAME_Spoof
[2021-07-05 15:49:04]: Anger | 54651420 | 212.129.43.241 | 3565235185 | BE050E984974E8B0 | -4754377784389474128 : was detected for Ang-NAME_Spoof
[2021-07-05 23:49:28]: Evelegna.wow | 89017270 | 45.137.237.81 | 764013905 | 5F435CC8562B3CF1 | 6864432272551656689 : was detected for Ang-NAME_Spoof
[2021-07-05 23:59:45]: T.McGee | 13872211 | 158.248.133.92 | 2667087196 | 1A3A6654013BB931 | 1889935504619321649 : was detected for Ang-NAME_Spoof
[2021-07-06 00:05:53]: T.McGee | 13872211 | 158.248.133.92 | 2667087196 | 1A3A6654013BB931 | 1889935504619321649 : was detected for Ang-NAME_Spoof
[2021-07-06 00:07:25]: T.McGee | 13872211 | 158.248.133.92 | 2667087196 | 1A3A6654013BB931 | 1889935504619321649 : was detected for Ang-NAME_Spoof
[2021-07-06 00:09:26]: T.McGee | 13872211 | 158.248.133.92 | 2667087196 | 1A3A6654013BB931 | 1889935504619321649 : was detected for Ang-NAME_Spoof
[2021-07-06 00:10:31]: T.McGee | 13872211 | 158.248.133.92 | 2667087196 | 1A3A6654013BB931 | 1889935504619321649 : was detected for Ang-NAME_Spoof
[2021-07-06 00:12:24]: T.McGee | 13872211 | 158.248.133.92 | 2667087196 | 1A3A6654013BB931 | 1889935504619321649 : was detected for Ang-NAME_Spoof
[2021-07-06 21:35:25]: ToxicCobra | 585020 | 77.183.146.107 | 1303876203 | 2EE34659879DFFA4 | 3378621495799316388 : was detected for Ang-SCID_Spoof
[2021-07-07 01:19:22]: Zyleth. | 21155269 | 86.188.43.215 | 1455172567 | F536CF0111C80F6E | -777206282174591122 : was detected for Ang-NAME_Spoof
[2021-07-07 01:19:22]: ternup3.3 | 91543417 | 69.181.157.59 | 1169530171 | A5517AB73121F360 | -6534306657115966624 : was detected for Ang-NAME_Spoof
[2021-07-07 01:27:07]: lev-mike | 580688 | 62.217.186.239 | 1054456559 | A2987088C0D7F00A | -6730505910451965942 : was detected for Ang-SCID_Spoof
[2021-07-07 23:44:27]: Jonathan.Wood610 | 175708980 | 162.14.16.145 | 2718830737 | FB22AA5330B28A21 | -350530546705462751 : was detected for Ang-NAME_Spoof
[2021-07-07 23:52:20]: Jonathan.Wood610 | 175708980 | 162.14.16.145 | 2718830737 | FB22AA5330B28A21 | -350530546705462751 : was detected for Ang-NAME_Spoof
[2021-07-07 23:52:23]: Jonathan.Wood610 | 175708980 | 162.14.16.145 | 2718830737 | FB22AA5330B28A21 | -350530546705462751 : was detected for Ang-NAME_Spoof
[2021-07-07 23:54:13]: Jonathan.Wood610 | 175708980 | 162.14.16.145 | 2718830737 | FB22AA5330B28A21 | -350530546705462751 : was detected for Ang-NAME_Spoof
[2021-07-07 23:57:30]: D4RK_ALLIGATOR | 87999360 | 8.20.101.45 | 135554349 | DED7D06880A0878A | -2389211930043578486 : was detected for Ang-NAME_Spoof
[2021-07-08 00:07:04]: DJ_Bodywork | 184106770 | 185.127.50.148 | 3112120980 | 54F3239BA86224F1 | 6121275469978543345 : was detected for Ang-NAME_Spoof
[2021-07-08 00:09:38]: white_cougar | 88302458 | 178.219.168.135 | 3000739975 | 2CC064D5CC162BF7 | 3224688202612091895 : was detected for Ang-NAME_Spoof
[2021-07-08 00:13:00]: Sen.igor | 68869145 | 5.44.169.178 | 86813106 | 15BEDC4B55C6E328 | 1566931936491266856 : was detected for Ang-NAME_Spoof
[2021-07-08 00:34:51]: KaDaN_1 | 187787111 | 178.137.102.236 | 2995349228 | 9F3C060C2400E241 | -6972691473862958527 : was detected for Ang-NAME_Spoof
[2021-07-08 00:35:39]: Lucas_Blin | 193258859 | 95.90.241.11 | 1599795467 | DB1B24B433242547 | -2658490798661425849 : was detected for Ang-NAME_Spoof
[2021-07-08 00:44:28]: flatxXx_King_xXx | 192918614 | 80.234.107.20 | 1357540116 | BF3893F22264D744 | -4667818345601116348 : was detected for Ang-NAME_Spoof
[2021-07-08 00:52:15]: Purple__Dream | 175601512 | 92.83.175.183 | 1548988343 | 366C76B65FF72954 | 3921639901199018324 : was detected for Ang-NAME_Spoof
[2021-07-08 01:16:20]: Zav_1dovka | 141873315 | 178.218.30.92 | 3000639068 | C691DBFEBB0A8C01 | -4138284695470568447 : was detected for Ang-NAME_Spoof
[2021-07-08 01:17:10]: _-Sanches-_ | 170496936 | 176.50.117.147 | 2956096915 | DBA67F973A1D8CA3 | -2619265845777560413 : was detected for Ang-NAME_Spoof
[2021-07-08 01:25:50]: Unforgiven_given | 164332208 | 178.45.55.250 | 2989307898 | F110EBF4DB86A286 | -1076100874053967226 : was detected for Ang-NAME_Spoof
[2021-07-08 01:49:57]: I_Algras_I | 137518380 | 82.147.91.216 | 1385389016 | 63A463933179DEE3 | 7179973189776826083 : was detected for Ang-NAME_Spoof
[2021-07-08 01:51:52]: Soreks_ | 175672131 | 31.0.125.119 | 520125815 | 64949AAD38BF5F84 | 7247587769118056324 : was detected for Ang-NAME_Spoof
[2021-07-08 01:56:19]: -DYLU- | 151229474 | 45.10.138.128 | 755665536 | 202D648631890D05 | 2318619910685134085 : was detected for Ang-NAME_Spoof
[2021-07-08 02:03:12]: pecik_mil | 113566569 | 188.232.239.110 | 3169382254 | 6F1DD4AF135F4341 | 8006789560943985473 : was detected for Ang-NAME_Spoof
[2021-07-08 02:03:14]: CHERNICHKA_COOLL | 122422640 | 2.60.225.58 | 37544250 | E2B45AE9E7EC08EF | -2110962364665034513 : was detected for Ang-NAME_Spoof
[2021-07-08 02:04:14]: Masked_Krzychu | 140176151 | 79.186.144.44 | 1337626668 | 1AF38A647F666C | 7586125111584364 : was detected for Ang-NAME_Spoof
[2021-07-08 02:04:34]: JloBu_KyMblC | 153146740 | 93.177.48.53 | 1571893301 | AD5E1B8AA1969E39 | -5954291375106777543 : was detected for Ang-NAME_Spoof
[2021-07-08 02:07:26]: VorneX__ | 174568932 | 31.46.70.227 | 523126499 | D95960B219747750 | -2785088576504432816 : was detected for Ang-NAME_Spoof
[2021-07-08 02:09:27]: NPC-547189 | 154670416 | 178.158.236.144 | 2996759696 | D9926925719C4763 | -2769035211338659997 : was detected for Ang-NAME_Spoof
[2021-07-08 02:11:46]: CHERNICHKA_COOLL | 122422640 | 2.60.225.58 | 37544250 | E2B45AE97FF9AA9A | -2110962366408971622 : was detected for Ang-NAME_Spoof
[2021-07-08 02:19:52]: mad_Bipi | 120804832 | 80.76.61.5 | 1347173637 | FCD0BA55821F0487 | -229478704577837945 : was detected for Ang-NAME_Spoof
[2021-07-08 02:20:37]: Sanya_Bars | 192537507 | 2.61.206.115 | 37604979 | F4CB7232A1F3215F | -807426146391875233 : was detected for Ang-NAME_Spoof
[2021-07-08 02:23:50]: ilya-15092004 | 165582215 | 109.198.122.95 | 1841723999 | 14DED22937CB4D9E | 1503870400059887006 : was detected for Ang-NAME_Spoof
[2021-07-08 02:36:27]: BRATAN_od | 153253807 | 213.231.26.209 | 3588692689 | 8D968E14D2E2A9AF | -8244245847766554193 : was detected for Ang-NAME_Spoof
[2021-07-08 02:49:31]: Andrew-fox150 | 66116182 | 95.143.28.169 | 1603214505 | 2A88CB046A75362F | 3064922766251996719 : was detected for Ang-NAME_Spoof
[2021-07-08 02:49:35]: DMT-25 | 25473013 | 87.224.250.24 | 1474361880 | BF3893F2CCA06885 | -4667818342745085819 : was detected for Ang-NAME_Spoof
[2021-07-08 02:49:36]: _BlumeQ_ | 164496919 | 37.47.26.2 | 623843842 | 36E1C46529D8BCCC | 3954657886580817100 : was detected for Ang-NAME_Spoof
[2021-07-08 02:55:42]: xXl_SKULL_lXx | 164520257 | 119.66.213.45 | 2000868653 | BFEE9D7DFA0BA904 | -4616579403616638716 : was detected for Ang-NAME_Spoof
[2021-07-08 02:56:40]: _spacehill_ | 190283396 | 80.220.80.235 | 1356615915 | 1ADA556922C15ED4 | 1934952899952074452 : was detected for Ang-NAME_Spoof
[2021-07-08 03:25:45]: x_HMR_x | 191162981 | 93.242.13.132 | 1576144260 | AC6581E188526DBC | -6024266120883442244 : was detected for Ang-NAME_Spoof
[2021-07-08 03:44:33]: _Alterion_ | 146434752 | 31.47.120.103 | 523204711 | CEE769006B68B254 | -3537743531753295276 : was detected for Ang-NAME_Spoof
[2021-07-08 03:52:10]: hot__stuff | 171275397 | 86.127.76.251 | 1451183355 | 295F5BF472CE26E9 | 2981202583798818537 : was detected for Ang-NAME_Spoof
[2021-07-08 03:52:35]: hot__stuff | 171275397 | 86.127.76.251 | 1451183355 | 295F5BF472CE26E9 | 2981202583798818537 : was detected for Ang-NAME_Spoof
[2021-07-08 03:52:42]: hot__stuff | 171275397 | 86.127.76.251 | 1451183355 | 295F5BF472CE26E9 | 2981202583798818537 : was detected for Ang-NAME_Spoof
[2021-07-08 03:53:42]: breeze.bre | 65391001 | 188.186.80.95 | 3166326879 | E408293024B8EA51 | -2015315546497029551 : was detected for Ang-NAME_Spoof
[2021-07-08 03:56:37]: hot__stuff | 171275397 | 86.127.76.251 | 1451183355 | 295F5BF472CE26E9 | 2981202583798818537 : was detected for Ang-NAME_Spoof
[2021-07-08 03:56:37]: Kuprum_ice | 136755280 | 95.47.155.220 | 1596955612 | F878E0EE1DB0857D | -542436441793198723 : was detected for Ang-NAME_Spoof
[2021-07-08 03:56:37]: Snipflyz_ | 170724869 | 86.192.146.59 | 1455460923 | 7914892EEC28E969 | 8724749212747098473 : was detected for Ang-NAME_Spoof
[2021-07-08 23:15:35]: Coi Leray | 97018597 | 69.112.18.130 | 1164972674 | 267013AFC2961FA1 | 2769735416437677985 : was detected for Ang-NAME_Spoof
[2021-07-09 00:12:39]: Sir James III | 210884034 | 208.189.221.92 | 3502103900 | 1B02DF01EA493672 | 1946363188296103538 : was detected for Ang-NAME_Spoof
[2021-07-09 00:12:39]: Sir James III | 210884034 | 208.189.221.92 | 3502103900 | 1B02DF01EA493672 | 1946363188296103538 : was detected for Ang-SCID_Spoof
[2021-07-09 04:00:31]: Purple | 1665645521 | 134.164.214.219 | 2258949851 | 0 | 0 : was detected for Ang-SCID_Spoof
[2021-07-09 04:00:31]: Purple | 1665645521 | 134.164.214.219 | 2258949851 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-07-10 02:34:33]: Sxactly | 4856670 | 185.240.244.253 | 3119576317 | 1E | 30 : was detected for Ang-HOST_Spoof
[2021-07-10 03:30:04]: OG | 1406355610 | 72.9.37.76 | 1208558924 | EB760E5EFDB28831 | -1479979626398578639 : was detected for Ang-NAME_Spoof
[2021-07-10 03:30:04]: OG | 1406355610 | 72.9.37.76 | 1208558924 | EB760E5EFDB28831 | -1479979626398578639 : was detected for Ang-SCID_Spoof
[2021-07-11 01:20:41]: ye | 41931947 | 36.0.131.133 | 604013445 | D1776B4AA083D8D8 | -3353093429289297704 : was detected for Ang-NAME_Spoof
[2021-07-11 01:20:41]: Hawks in 8 | 69457620 | 101.74.65.128 | 1699365248 | 388CFD67DA45920D | 4074910385348907533 : was detected for Ang-NAME_Spoof
[2021-07-11 01:20:41]: ye | 41931947 | 36.0.131.133 | 604013445 | D1776B4AA083D8D8 | -3353093429289297704 : was detected for Ang-NAME_Spoof
[2021-07-11 01:20:41]: Hawks in 8 | 69457620 | 101.74.65.128 | 1699365248 | 388CFD67DA45920D | 4074910385348907533 : was detected for Ang-NAME_Spoof
[2021-07-11 01:59:08]: Dom | 1389218312 | 208.189.221.92 | 3502103900 | 28D07A9CA3F9D6EA | 2940985369857480426 : was detected for Ang-NAME_Spoof
[2021-07-11 01:59:08]: Dom | 1389218312 | 208.189.221.92 | 3502103900 | 28D07A9CA3F9D6EA | 2940985369857480426 : was detected for Ang-SCID_Spoof
[2021-07-11 17:51:27]: Kagiebe | 658772 | 91.222.214.48 | 1541330480 | 7630C124FBCC0285 | 8516519259945042565 : was detected for Ang-SCID_Spoof
[2021-07-11 23:41:07]: Im Insane | 167081355 | 196.178.21.137 | 3300005257 | EABCEB9C404A180C | -1532090716886788084 : was detected for Ang-NAME_Spoof
[2021-07-11 23:52:39]: mookz0r | 639874 | 95.27.46.20 | 1595616788 | CDB0033107D8CCAD | -3625394190913319763 : was detected for Ang-SCID_Spoof
[2021-07-12 00:52:10]: Chapie23URdead | 633687 | 94.157.27.88 | 1587354456 | 8F7FB8839E29736D | -8106557928809860243 : was detected for Ang-SCID_Spoof
[2021-07-18 01:22:25]: NO_VASELINE | 136919266 | 152.89.46.199 | 2555981511 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-07-18 22:28:27]: TesUnCouillon | 591662314 | 212.129.41.135 | 3565234567 | DF88293016A85D7D | -2339574719903670915 : was detected for Ang-SCID_Spoof
[2021-07-18 22:28:27]: TesUnCouillon | 591662314 | 212.129.41.135 | 3565234567 | DF88293016A85D7D | -2339574719903670915 : was detected for Ang-SCID_Spoof
[2021-07-18 22:35:41]: Jerrah | 486896 | 85.145.55.32 | 1435580192 | 38D53ABCA5E32526 | 4095244018074723622 : was detected for Ang-SCID_Spoof
[2021-07-18 22:35:41]: Jerrah | 486896 | 85.145.55.32 | 1435580192 | 38D53ABCA5E32526 | 4095244018074723622 : was detected for Ang-SCID_Spoof
[2021-07-18 23:14:22]: Ghostface_killaz | 136919266 | 152.89.46.199 | 2555981511 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-07-18 23:14:22]: Ghostface_killaz | 136919266 | 152.89.46.199 | 2555981511 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-07-19 00:21:28]: Ghostface_killaz | 136919266 | 152.89.46.199 | 2555981511 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-07-19 00:21:28]: Ghostface_killaz | 136919266 | 152.89.46.199 | 2555981511 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-07-19 01:00:57]: Ghostface_killaz | 136919266 | 152.89.46.199 | 2555981511 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-07-19 01:49:11]: Ghostface_killaz | 136919266 | 152.89.46.199 | 2555981511 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-07-19 01:49:12]: Ghostface_killaz | 136919266 | 152.89.46.199 | 2555981511 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-07-19 02:01:53]: Ghostface_killaz | 136919266 | 152.89.46.199 | 2555981511 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-07-19 02:37:36]: Ghostface_killaz | 136919266 | 152.89.46.199 | 2555981511 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-07-19 02:37:36]: Ghostface_killaz | 136919266 | 152.89.46.199 | 2555981511 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-07-19 02:57:03]: OrangeMango | 202559231 | 44.184.135.67 | 750290755 | B16DEAE7D1849698 | -5661610875161373032 : was detected for Ang-SCID_Spoof
[2021-07-19 03:00:26]: Ghostface_killaz | 136919266 | 152.89.46.199 | 2555981511 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-07-19 03:00:26]: Ghostface_killaz | 136919266 | 152.89.46.199 | 2555981511 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-07-19 16:05:14]: Kuttenlecker | 2098732057 | 73.112.53.213 | 1232090581 | 20BF183766AE14ED | 2359631355990381805 : was detected for Ang-SCID_Spoof
[2021-07-20 02:48:09]: Charger69 | 421845 | 77.23.65.1 | 1293369601 | 6928D6C67882766 | 473596407560284006 : was detected for Ang-SCID_Spoof
[2021-07-20 04:16:29]: Ghostface_killaz | 136919266 | 152.89.46.199 | 2555981511 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-07-21 21:39:24]: Mess_is_Lore | 10052 | 92.31.172.50 | 1545579570 | 885B13AB09C7F24B | -8621275436346248629 : was detected for Ang-SCID_Spoof
[2021-07-21 21:39:24]: Mess_is_Lore | 10052 | 92.31.172.50 | 1545579570 | 885B13AB09C7F24B | -8621275436346248629 : was detected for Ang-SCID_Spoof
[2021-07-21 22:21:52]: MasterFused | 1605443106 | 196.167.243.217 | 3299341273 | 37A61C41FCCFBBB3 | 4009923587959929779 : was detected for Ang-SCID_Spoof
[2021-07-22 18:57:52]: devil | 147349723 | 87.95.105.55 | 1465870647 | D3A08B8F24FFE169 | -3197402288515718807 : was detected for Ang-NAME_Spoof
[2021-07-23 22:00:11]: ~o~jeffbezos | 146218436 | 82.84.70.125 | 1381254781 | 4D91EA3EAD2DF662 | 5589506167457838690 : was detected for Ang-NAME_Spoof
[2021-07-23 22:00:30]: Obnoxious1989 | 908597 | 93.87.220.13 | 1566039053 | F7B3CFD9773BE6 | 69722024535604198 : was detected for Ang-SCID_Spoof
[2021-07-23 23:21:32]: Marlene_Mitford | 183004 | 95.85.196.22 | 1599456278 | 1EC231408AD8E57D | 2216388119896843645 : was detected for Ang-SCID_Spoof
[2021-07-24 01:49:32]: Tylersoh | 168321 | 73.101.93.99 | 1231379811 | 5305DE2747EAA5BE | 5982431940323222974 : was detected for Ang-SCID_Spoof
[2021-07-24 02:26:13]: PlasmaBen | 1256068087 | 239.125.53.176 | 4017960368 | C28ED56EA58E3083 | -4427366712457940861 : was detected for Ang-SCID_Spoof
[2021-07-24 02:33:09]: _Bz22_ | 363304 | 73.195.94.90 | 1237540442 | F908063DA0CA04F5 | -502144496691444491 : was detected for Ang-SCID_Spoof
[2021-07-24 21:55:06]: DevilSomeTimes | 571178324 | 131.215.148.58 | 2211943482 | 5E8CC357FB8986C7 | 6813035118954383047 : was detected for Ang-SCID_Spoof
[2021-07-24 21:56:39]: DevilSomeTimes | 571178324 | 131.215.148.58 | 2211943482 | 5E8CC357FB8986C7 | 6813035118954383047 : was detected for Ang-SCID_Spoof
[2021-07-24 22:01:07]: DevilSomeTimes | 571178324 | 131.215.148.58 | 2211943482 | 5E8CC357FB8986C7 | 6813035118954383047 : was detected for Ang-SCID_Spoof
[2021-07-24 22:01:07]: DevilSomeTimes | 571178324 | 131.215.148.58 | 2211943482 | 5E8CC357FB8986C7 | 6813035118954383047 : was detected for Ang-SCID_Spoof
[2021-07-25 00:21:40]: DevilSomeTimes | 571178324 | 131.215.148.58 | 2211943482 | 5E8CC357FB8986C7 | 6813035118954383047 : was detected for Ang-SCID_Spoof
[2021-07-25 00:25:42]: DevilSomeTimes | 571178324 | 131.215.148.58 | 2211943482 | 5E8CC357FB8986C7 | 6813035118954383047 : was detected for Ang-SCID_Spoof
[2021-07-25 00:28:51]: DevilSomeTimes | 571178324 | 131.215.148.58 | 2211943482 | 5E8CC357FB8986C7 | 6813035118954383047 : was detected for Ang-SCID_Spoof
[2021-07-25 00:33:01]: Marlene_Mitford | 183004 | 95.85.196.22 | 1599456278 | 1EC23140B960BB4A | 2216388120677497674 : was detected for Ang-SCID_Spoof
[2021-07-25 01:07:26]: RHEC_YEE_YEE1677 | 234567 | 0.0.0.0 | 0 | 5980877C4A74ACA1 | 6449303634289405089 : was detected for Ang-SCID_Spoof
[2021-07-25 01:07:26]: RHEC_YEE_YEE1677 | 234567 | 0.0.0.0 | 0 | 5980877C4A74ACA1 | 6449303634289405089 : was detected for Ang-SCID_Spoof
[2021-07-25 01:32:56]: Killthestreamer | 348136159 | 87.10.187.222 | 1460321246 | 839D14F09C8B740 | 592734963372701504 : was detected for Ang-SCID_Spoof
[2021-07-27 01:17:37]: MasterTealc | 389286 | 92.248.33.62 | 1559765310 | 1C19F8349CF86C8F | 2024922412335262863 : was detected for Ang-SCID_Spoof
[2021-07-27 01:25:39]: RAMO_57 | 10458 | 178.51.54.110 | 2989700718 | 530ACA58A3E26974 | 5983817536970582388 : was detected for Ang-SCID_Spoof
[2021-07-27 20:57:34]: DevilSomeTimes | 571178324 | 131.215.148.58 | 2211943482 | 5E8CC357EAD77289 | 6813035118674277001 : was detected for Ang-SCID_Spoof
[2021-07-27 20:57:34]: DevilSomeTimes | 571178324 | 131.215.148.58 | 2211943482 | 5E8CC357EAD77289 | 6813035118674277001 : was detected for Ang-SCID_Spoof
[2021-07-27 21:14:40]: Marlene_Mitford | 183004 | 95.85.196.22 | 1599456278 | 1EC23140C91AF95A | 2216388120941361498 : was detected for Ang-SCID_Spoof
[2021-07-27 21:14:40]: Marlene_Mitford | 183004 | 95.85.196.22 | 1599456278 | 1EC23140C91AF95A | 2216388120941361498 : was detected for Ang-SCID_Spoof
[2021-07-28 00:00:21]: ArkN1ghtmare | 0 | 86.152.15.62 | 1452805950 | B5F020C06D13242 | 819375907881955906 : was detected for Ang-SCID_Spoof
[2021-07-28 01:28:13]: ACT4 | 170090493 | 27.198.242.31 | 466022943 | 5129AA6804C837FC | 5848392954850850812 : was detected for Ang-NAME_Spoof
[2021-07-29 04:17:05]: Johnny_Joystick | 795079 | 95.223.230.53 | 1608508981 | 5F5E27F31C8B8378 | 6871974006523396984 : was detected for Ang-SCID_Spoof
[2021-07-29 04:17:05]: Johnny_Joystick | 795079 | 95.223.230.53 | 1608508981 | 5F5E27F31C8B8378 | 6871974006523396984 : was detected for Ang-SCID_Spoof
[2021-07-29 19:44:47]: Fastlane-_- | 1091748659 | 41.29.193.88 | 689815896 | 1A349204553 | 1800818148691 : was detected for Ang-SCID_Spoof
[2021-07-29 19:44:47]: Fastlane-_- | 1091748659 | 41.29.193.88 | 689815896 | 1A349204553 | 1800818148691 : was detected for Ang-HOST_Spoof
[2021-07-29 19:44:47]: Fastlane-_- | 1091748659 | 41.29.193.88 | 689815896 | 1A349204553 | 1800818148691 : was detected for Ang-SCID_Spoof
[2021-07-29 19:44:47]: Fastlane-_- | 1091748659 | 41.29.193.88 | 689815896 | 1A349204553 | 1800818148691 : was detected for Ang-HOST_Spoof
[2021-07-29 19:56:58]: Alpha_Bravo0307 | 55029583 | 84.64.78.246 | 1413500662 | 1 | 1 : was detected for Ang-HOST_Spoof
[2021-07-29 19:56:58]: Alpha_Bravo0307 | 55029583 | 84.64.78.246 | 1413500662 | 1 | 1 : was detected for Ang-HOST_Spoof
[2021-07-29 21:23:55]: LightmanN7 | 47871 | 90.65.39.201 | 1514219465 | 318301BF1CA220DE | 3567697250138333406 : was detected for Ang-SCID_Spoof
[2021-07-29 21:23:55]: LightmanN7 | 47871 | 90.65.39.201 | 1514219465 | 318301BF1CA220DE | 3567697250138333406 : was detected for Ang-SCID_Spoof
[2021-07-29 21:43:55]: ~italic~~r~kami | 117730150 | 54.48.129.28 | 909148444 | 5DA6D9EF2E4731AC | 6748320712958095788 : was detected for Ang-NAME_Spoof
[2021-07-30 01:15:24]: Marlene_Mitford | 183004 | 95.85.196.22 | 1599456278 | 1EC23140478E8A79 | 2216388118767897209 : was detected for Ang-SCID_Spoof
[2021-07-30 01:56:27]: Marlene_Mitford | 183004 | 95.85.196.22 | 1599456278 | 1EC231408AE8E898 | 2216388119897893016 : was detected for Ang-SCID_Spoof
[2021-07-30 01:56:27]: Marlene_Mitford | 183004 | 95.85.196.22 | 1599456278 | 1EC231408AE8E898 | 2216388119897893016 : was detected for Ang-SCID_Spoof
[2021-07-30 02:03:02]: eino_t | 349131 | 80.220.70.251 | 1356613371 | 8DB4E446F15EBD2A | -8235706825205433046 : was detected for Ang-SCID_Spoof
[2021-07-30 02:03:02]: eino_t | 349131 | 80.220.70.251 | 1356613371 | 8DB4E446F15EBD2A | -8235706825205433046 : was detected for Ang-SCID_Spoof
[2021-07-30 17:52:58]: Unreal91 | 465752 | 176.165.47.182 | 2963615670 | 28DF855224B71F8F | 2945219269173387151 : was detected for Ang-SCID_Spoof
[2021-07-30 19:20:23]: Xilo___ | 929937 | 86.126.160.102 | 1451139174 | 83EB0405E8D004AC | -8941048211786693460 : was detected for Ang-SCID_Spoof
[2021-07-30 19:20:23]: Xilo___ | 929937 | 86.126.160.102 | 1451139174 | 83EB0405E8D004AC | -8941048211786693460 : was detected for Ang-SCID_Spoof
[2021-07-30 20:29:50]: Milk | 170610623 | 172.83.40.103 | 2891130983 | 51CC8FC5873D4D21 | 5894244090861407521 : was detected for Ang-NAME_Spoof
[2021-07-30 20:37:09]: Razor | 188467272 | 24.4.87.92 | 402937692 | CC5C5B097B06C283 | -3720999095837998461 : was detected for Ang-NAME_Spoof
[2021-07-30 20:50:52]: Milk | 170610623 | 172.83.40.103 | 2891130983 | 51CC8FC5873D4D21 | 5894244090861407521 : was detected for Ang-NAME_Spoof
[2021-07-30 22:00:05]: Bella Porshe | 48908689 | 119.79.155.124 | 2001705852 | 95039B762D3E89B3 | -7709147205260637773 : was detected for Ang-NAME_Spoof
[2021-07-31 18:44:17]: PYNKMAN | 287007093 | 233.115.228.10 | 3916686346 | 1A5383A8C693BAA1 | 1897004628962425505 : was detected for Ang-SCID_Spoof
[2021-07-31 22:08:39]: Jacob | 34113899 | 151.229.158.97 | 2548407905 | 11EBC4BDD4B68BF2 | 1291342037768375282 : was detected for Ang-NAME_Spoof
[2021-07-31 22:43:49]: Globoid | 112694 | 109.203.27.133 | 1842027397 | B86B11B27DBEF126 | -5158009489911254746 : was detected for Ang-SCID_Spoof
[2021-07-31 23:00:50]: DevilSomeTimes | 571178324 | 131.215.148.58 | 2211943482 | 5E8CC357A34D0C44 | 6813035117474024516 : was detected for Ang-SCID_Spoof
[2021-07-31 23:01:31]: DevilSomeTimes | 571178324 | 131.215.148.58 | 2211943482 | 5E8CC357A34D0C44 | 6813035117474024516 : was detected for Ang-SCID_Spoof
[2021-07-31 23:20:12]: DevilSomeTimes | 571178324 | 131.215.148.58 | 2211943482 | 5E8CC357A34D0C44 | 6813035117474024516 : was detected for Ang-SCID_Spoof
[2021-08-02 15:47:54]: CRsoar | 69 | 85.210.242.171 | 1439888043 | 40D67BBBADAE4A7F | 4672057709446449791 : was detected for Ang-SCID_Spoof
[2021-08-02 21:10:36]: Belle Delphine | 194984384 | 82.0.137.131 | 1375766915 | 40EF75A9C2400381 | 4679087909830132609 : was detected for Ang-NAME_Spoof
[2021-08-02 22:10:55]: Beegeedoubleyou | 569007 | 94.209.30.123 | 1590763131 | E2B45AE9A88EEC6B | -2110962365728101269 : was detected for Ang-SCID_Spoof
[2021-08-03 20:10:46]: titan_pt | 358239 | 79.169.176.194 | 1336520898 | E2B45AE99C9EE46D | -2110962365928381331 : was detected for Ang-SCID_Spoof
[2021-08-07 00:01:16]: Youra | 160977772 | 69.125.181.216 | 1165866456 | 625A030FD59B2FBE | 7086980330164006846 : was detected for Ang-NAME_Spoof
[2021-08-07 00:01:16]: Ghostface_killaz | 136919266 | 71.89.148.211 | 1197053139 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-08-07 00:01:16]: Youra | 160977772 | 69.125.181.216 | 1165866456 | 625A030FD59B2FBE | 7086980330164006846 : was detected for Ang-NAME_Spoof
[2021-08-07 00:01:16]: Ghostface_killaz | 136919266 | 71.89.148.211 | 1197053139 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-08-07 00:56:35]: Ghostface_killaz | 136919266 | 71.89.148.211 | 1197053139 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-08-07 01:11:37]: Ghostface_killaz | 136919266 | 71.89.148.211 | 1197053139 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-08-07 01:11:37]: Ghostface_killaz | 136919266 | 71.89.148.211 | 1197053139 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-08-07 02:01:11]: Ghostface_killaz | 136919266 | 71.89.148.211 | 1197053139 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-08-07 02:02:55]: Ghostface_killaz | 136919266 | 71.89.148.211 | 1197053139 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-08-07 02:04:01]: Ghostface_killaz | 136919266 | 71.89.148.211 | 1197053139 | 0 | 0 : was detected for Ang-HOST_Spoof
